season,week,home,away,vs,market,model,edge,side,won,clv,pnl
2022,1,Northwestern,Nebraska,open,10.0,8.1,1.9,HOME,1,2.5,0.909
2022,1,Northwestern,Nebraska,close,12.5,8.1,4.4,HOME,1,,0.909
2022,1,Utah State,UConn,open,-25.0,-15.5,9.5,AWAY,1,-1.0,0.909
2022,1,Utah State,UConn,close,-24.0,-15.5,8.5,AWAY,1,,0.909
2022,1,Illinois,Wyoming,open,-9.5,-4.5,5.0,AWAY,0,4.5,-1.0
2022,1,Illinois,Wyoming,close,-14.0,-4.5,9.6,AWAY,0,,-1.0
2022,1,Florida Atlantic,Charlotte,open,-5.5,-6.8,1.3,HOME,1,-1.5,0.909
2022,1,Florida Atlantic,Charlotte,close,-7.0,-6.8,0.2,AWAY,0,,-1.0
2022,1,UTEP,North Texas,open,3.0,-3.8,6.8,HOME,0,-1.5,-1.0
2022,1,UTEP,North Texas,close,1.5,-3.8,5.2,HOME,0,,-1.0
2022,1,New Mexico State,Nevada,open,14.0,11.3,2.7,HOME,1,-7.0,0.909
2022,1,New Mexico State,Nevada,close,7.0,11.3,4.3,AWAY,1,,0.909
2022,1,Hawai'i,Vanderbilt,open,4.5,-11.1,15.6,HOME,0,4.5,-1.0
2022,1,Hawai'i,Vanderbilt,close,9.0,-11.1,20.1,HOME,0,,-1.0
2022,1,Oklahoma State,Central Michigan,open,-18.5,-11.7,6.8,AWAY,1,2.0,0.909
2022,1,Oklahoma State,Central Michigan,close,-20.5,-11.7,8.8,AWAY,1,,0.909
2022,1,Tennessee,Ball State,open,-28.0,-16.9,11.1,AWAY,0,7.5,-1.0
2022,1,Tennessee,Ball State,close,-35.5,-16.9,18.6,AWAY,0,,-1.0
2022,1,Pittsburgh,West Virginia,close,-7.5,-10.5,3.0,HOME,0,,-1.0
2022,1,Purdue,Penn State,open,3.0,-0.6,3.6,HOME,0,0.5,-1.0
2022,1,Purdue,Penn State,close,3.5,-0.6,4.1,HOME,0,,-1.0
2022,1,Missouri,Louisiana Tech,open,-17.0,-9.9,7.1,AWAY,0,3.5,-1.0
2022,1,Missouri,Louisiana Tech,close,-20.5,-9.9,10.6,AWAY,0,,-1.0
2022,1,Minnesota,New Mexico State,close,-36.0,-21.9,14.1,AWAY,0,,-1.0
2022,1,Old Dominion,Virginia Tech,open,7.0,2.3,4.7,HOME,1,-1.0,0.909
2022,1,Old Dominion,Virginia Tech,close,6.0,2.3,3.7,HOME,1,,0.909
2022,1,Michigan State,Western Michigan,open,-19.0,-7.9,11.1,AWAY,0,2.5,-1.0
2022,1,Michigan State,Western Michigan,close,-21.5,-7.9,13.6,AWAY,0,,-1.0
2022,1,Duke,Temple,open,-6.5,-5.4,1.1,AWAY,0,3.0,-1.0
2022,1,Duke,Temple,close,-9.5,-5.4,4.1,AWAY,0,,-1.0
2022,1,Indiana,Illinois,close,-1.0,3.4,4.4,AWAY,0,,-1.0
2022,1,Colorado,TCU,open,8.0,2.1,5.9,HOME,0,5.5,-1.0
2022,1,Colorado,TCU,close,13.5,2.1,11.4,HOME,0,,-1.0
2022,1,East Carolina,NC State,open,10.5,5.2,5.3,HOME,1,2.0,0.909
2022,1,East Carolina,NC State,close,12.5,5.2,7.3,HOME,1,,0.909
2022,1,Boston College,Rutgers,open,-7.5,-4.5,3.0,AWAY,1,1.5,0.909
2022,1,Boston College,Rutgers,close,-9.0,-4.5,4.5,AWAY,1,,0.909
2022,1,Maryland,Buffalo,open,-20.5,-10.4,10.1,AWAY,0,3.5,-1.0
2022,1,Maryland,Buffalo,close,-24.0,-10.4,13.6,AWAY,1,,0.909
2022,1,Michigan,Colorado State,open,-28.5,-15.5,13.0,AWAY,0,2.5,-1.0
2022,1,Michigan,Colorado State,close,-31.0,-15.5,15.5,AWAY,0,,-1.0
2022,1,App State,North Carolina,open,3.5,-4.6,8.1,HOME,1,-6.5,0.909
2022,1,App State,North Carolina,close,-3.0,-4.6,1.6,HOME,0,,-1.0
2022,1,UCLA,Bowling Green,open,-30.0,-13.5,16.5,AWAY,1,-6.0,0.909
2022,1,UCLA,Bowling Green,close,-24.0,-13.5,10.5,AWAY,0,,-1.0
2022,1,Arkansas,Cincinnati,open,-7.5,1.1,8.6,AWAY,1,-1.0,0.909
2022,1,Arkansas,Cincinnati,close,-6.5,1.1,7.6,AWAY,0,,-1.0
2022,1,Georgia,Oregon,open,-17.0,-13.5,3.5,AWAY,0,-1.0,-1.0
2022,1,Georgia,Oregon,close,-16.0,-13.5,2.5,AWAY,0,,-1.0
2022,1,San Diego State,Arizona,open,-7.0,-13.0,6.0,HOME,0,0.5,-1.0
2022,1,San Diego State,Arizona,close,-6.5,-13.0,6.5,HOME,0,,-1.0
2022,1,Wyoming,Tulsa,open,2.0,-0.0,2.0,HOME,1,4.5,0.909
2022,1,Wyoming,Tulsa,close,6.5,-0.0,6.5,HOME,1,,0.909
2022,1,UTSA,Houston,open,6.5,-0.4,6.9,HOME,1,-3.0,0.909
2022,1,UTSA,Houston,close,3.5,-0.4,3.9,HOME,1,,0.909
2022,1,Oklahoma,UTEP,open,-37.0,-13.1,23.9,AWAY,1,-6.0,0.909
2022,1,Oklahoma,UTEP,close,-31.0,-13.1,17.9,AWAY,0,,-1.0
2022,1,South Florida,BYU,open,12.5,7.9,4.6,HOME,0,-1.0,-1.0
2022,1,South Florida,BYU,close,11.5,7.9,3.6,HOME,0,,-1.0
2022,1,Ole Miss,Troy,open,-21.0,-13.2,7.8,AWAY,1,0.5,0.909
2022,1,Ole Miss,Troy,close,-21.5,-13.2,8.2,AWAY,1,,0.909
2022,1,Nevada,Texas State,open,-10.0,-12.4,2.4,HOME,1,12.0,0.909
2022,1,Nevada,Texas State,close,2.0,-12.4,14.4,HOME,1,,0.909
2022,1,USC,Rice,open,-34.5,-13.7,20.8,AWAY,0,-2.0,-1.0
2022,1,USC,Rice,close,-32.5,-13.7,18.8,AWAY,0,,-1.0
2022,1,Ohio,Florida Atlantic,open,1.5,0.6,0.9,HOME,1,4.5,0.909
2022,1,Ohio,Florida Atlantic,close,6.0,0.6,5.4,HOME,1,,0.909
2022,1,Florida,Utah,open,0.0,-0.5,0.5,HOME,1,2.5,0.909
2022,1,Florida,Utah,close,2.5,-0.5,3.0,HOME,1,,0.909
2022,1,Southern Miss,Liberty,open,4.0,8.7,4.7,AWAY,0,0.5,-1.0
2022,1,Southern Miss,Liberty,close,3.5,8.7,5.2,AWAY,0,,-1.0
2022,1,Coastal Carolina,Army,open,-3.0,-6.8,3.8,HOME,1,1.5,0.909
2022,1,Coastal Carolina,Army,close,-1.5,-6.8,5.3,HOME,1,,0.909
2022,1,Kentucky,Miami (OH),open,-21.0,-8.6,12.4,AWAY,0,-6.0,-1.0
2022,1,Kentucky,Miami (OH),close,-15.0,-8.6,6.4,AWAY,0,,-1.0
2022,1,Tulane,Massachusetts,open,-31.0,-15.3,15.7,AWAY,0,-2.5,-1.0
2022,1,Tulane,Massachusetts,close,-28.5,-15.3,13.2,AWAY,0,,-1.0
2022,1,Mississippi State,Memphis,open,-13.5,-7.3,6.2,AWAY,0,3.5,-1.0
2022,1,Mississippi State,Memphis,close,-17.0,-7.3,9.7,AWAY,0,,-1.0
2022,1,South Carolina,Georgia State,open,-11.0,-3.6,7.3,AWAY,0,1.5,-1.0
2022,1,South Carolina,Georgia State,close,-12.5,-3.6,8.8,AWAY,0,,-1.0
2022,1,Ohio State,Notre Dame,open,-14.5,-8.6,5.9,AWAY,1,2.5,0.909
2022,1,Ohio State,Notre Dame,close,-17.0,-8.6,8.4,AWAY,1,,0.909
2022,1,Alabama,Utah State,open,-34.0,-15.5,18.5,AWAY,0,8.0,-1.0
2022,1,Alabama,Utah State,close,-42.0,-15.5,26.5,AWAY,0,,-1.0
2022,1,North Texas,SMU,open,7.0,5.1,1.9,HOME,0,2.5,-1.0
2022,1,North Texas,SMU,close,9.5,5.1,4.4,HOME,0,,-1.0
2022,1,Syracuse,Louisville,open,4.0,1.1,2.9,HOME,1,2.0,0.909
2022,1,Syracuse,Louisville,close,6.0,1.1,4.8,HOME,1,,0.909
2022,1,Texas,UL Monroe,open,-38.0,-17.0,21.0,AWAY,0,-0.5,-1.0
2022,1,Texas,UL Monroe,close,-37.5,-17.0,20.5,AWAY,0,,-1.0
2022,1,Oregon State,Boise State,open,-2.0,-2.4,0.4,HOME,1,0.5,0.909
2022,1,Oregon State,Boise State,close,-1.5,-2.4,0.9,HOME,1,,0.909
2022,1,Washington,Kent State,open,-23.0,-5.5,17.6,AWAY,0,0.5,-1.0
2022,1,Washington,Kent State,close,-23.5,-5.5,18.1,AWAY,0,,-1.0
2022,1,Hawai'i,Western Kentucky,open,9.0,5.2,3.8,HOME,0,7.5,-1.0
2022,1,Hawai'i,Western Kentucky,close,16.5,5.2,11.3,HOME,0,,-1.0
2022,1,Florida State,LSU,open,3.0,-4.3,7.3,HOME,1,1.5,0.909
2022,1,Florida State,LSU,close,4.5,-4.3,8.8,HOME,1,,0.909
2022,1,Georgia Tech,Clemson,open,21.0,10.1,10.9,HOME,0,3.5,-1.0
2022,1,Georgia Tech,Clemson,close,24.5,10.1,14.4,HOME,0,,-1.0
2022,2,Missouri State,UT Martin,open,-11.0,-2.7,8.3,AWAY,1,3.0,0.909
2022,2,Missouri State,UT Martin,close,-14.0,-2.7,11.3,AWAY,1,,0.909
2022,2,UCF,Louisville,open,-6.0,-4.0,2.0,AWAY,1,-0.5,0.909
2022,2,UCF,Louisville,close,-5.5,-4.0,1.5,AWAY,1,,0.909
2022,2,Minnesota,Western Illinois,close,-41.0,-11.0,30.0,AWAY,0,,-1.0
2022,2,Georgia State,North Carolina,open,9.5,2.4,7.1,HOME,1,-2.5,0.909
2022,2,Vanderbilt,Wake Forest,open,6.5,10.1,3.6,AWAY,1,-7.0,0.909
2022,2,Vanderbilt,Wake Forest,close,13.5,10.1,3.4,HOME,0,,-1.0
2022,2,Miami,Southern Miss,open,-27.0,-15.9,11.1,AWAY,1,0.5,0.909
2022,2,Miami,Southern Miss,close,-27.5,-15.9,11.6,AWAY,1,,0.909
2022,2,Army,UTSA,open,1.5,-1.7,3.2,HOME,0,0.5,-1.0
2022,2,Army,UTSA,close,2.0,-1.7,3.7,HOME,0,,-1.0
2022,2,Northwestern,Duke,open,-9.0,-3.1,5.9,AWAY,1,1.0,0.909
2022,2,Northwestern,Duke,close,-10.0,-3.1,6.9,AWAY,1,,0.909
2022,2,Penn State,Ohio,open,-26.5,-15.5,11.0,AWAY,0,1.5,-1.0
2022,2,Penn State,Ohio,close,-28.0,-15.5,12.5,AWAY,0,,-1.0
2022,2,Ohio State,Arkansas State,open,-44.0,-24.3,19.7,AWAY,1,0.5,0.909
2022,2,Ohio State,Arkansas State,close,-44.5,-24.3,20.2,AWAY,1,,0.909
2022,2,Texas,Alabama,open,19.5,6.2,13.3,HOME,1,1.5,0.909
2022,2,Texas,Alabama,close,21.0,6.2,14.8,HOME,1,,0.909
2022,2,Kansas State,Missouri,open,-8.5,-8.2,0.3,AWAY,0,-1.0,-1.0
2022,2,Kansas State,Missouri,close,-7.5,-8.2,0.7,HOME,1,,0.909
2022,2,Arkansas,South Carolina,open,-9.0,-7.0,2.0,AWAY,0,-0.5,-1.0
2022,2,Arkansas,South Carolina,close,-8.5,-7.0,1.5,AWAY,0,,-1.0
2022,2,NC State,Charleston Southern,close,-45.5,-11.4,34.1,AWAY,0,,-1.0
2022,2,Central Michigan,South Alabama,open,-6.5,-3.8,2.7,AWAY,1,-0.5,0.909
2022,2,Central Michigan,South Alabama,close,-6.0,-3.8,2.2,AWAY,1,,0.909
2022,2,Utah,Southern Utah,close,-45.5,-8.5,37.0,AWAY,0,,-1.0
2022,2,Temple,Lafayette,close,-13.5,8.5,22.0,AWAY,0,,-1.0
2022,2,Ball State,Western Michigan,open,6.5,3.1,3.4,HOME,0,0.0,-1.0
2022,2,Ball State,Western Michigan,close,6.5,3.1,3.4,HOME,0,,-1.0
2022,2,Notre Dame,Marshall,open,-19.0,-5.9,13.1,AWAY,1,1.5,0.909
2022,2,Notre Dame,Marshall,close,-20.5,-5.9,14.6,AWAY,1,,0.909
2022,2,Pittsburgh,Tennessee,open,6.0,-1.8,7.8,HOME,0,0.0,-1.0
2022,2,Pittsburgh,Tennessee,close,6.0,-1.8,7.8,HOME,0,,-1.0
2022,2,Clemson,Furman,close,-45.5,-11.5,34.0,AWAY,1,,0.909
2022,2,Wisconsin,Washington State,open,-17.0,-10.2,6.8,AWAY,1,0.5,0.909
2022,2,Wisconsin,Washington State,close,-17.5,-10.2,7.3,AWAY,1,,0.909
2022,2,Charlotte,Maryland,open,27.0,9.9,17.1,HOME,0,1.0,-1.0
2022,2,Charlotte,Maryland,close,28.0,9.9,18.1,HOME,0,,-1.0
2022,2,Air Force,Colorado,open,-16.0,-14.0,2.0,AWAY,0,1.5,-1.0
2022,2,Air Force,Colorado,close,-17.5,-14.0,3.5,AWAY,0,,-1.0
2022,2,Navy,Memphis,open,6.5,1.4,5.1,HOME,0,-2.0,-1.0
2022,2,Navy,Memphis,close,4.5,1.4,3.1,HOME,0,,-1.0
2022,2,Texas A&M,App State,open,-16.5,-9.2,7.3,AWAY,1,1.5,0.909
2022,2,Texas A&M,App State,close,-18.0,-9.2,8.8,AWAY,1,,0.909
2022,2,Iowa,Iowa State,open,-3.5,0.2,3.7,AWAY,1,-0.0,0.909
2022,2,Iowa,Iowa State,close,-3.5,0.2,3.7,AWAY,1,,0.909
2022,2,James Madison,Norfolk State,close,-41.5,-5.3,36.2,AWAY,0,,-1.0
2022,2,Texas Tech,Houston,close,-4.0,-3.1,0.9,AWAY,1,,0.909
2022,2,Bowling Green,Eastern Kentucky,close,-7.5,3.9,11.4,AWAY,1,,0.909
2022,2,California,UNLV,open,-13.0,-10.3,2.7,AWAY,1,-0.5,0.909
2022,2,California,UNLV,close,-12.5,-10.3,2.2,AWAY,1,,0.909
2022,2,Wyoming,Northern Colorado,close,-23.5,-2.6,20.9,AWAY,1,,0.909
2022,2,Illinois,Virginia,open,-3.5,-1.4,2.1,AWAY,0,0.5,-1.0
2022,2,Illinois,Virginia,close,-4.0,-1.4,2.6,AWAY,0,,-1.0
2022,2,Colorado State,Middle Tennessee,open,-7.0,-4.1,2.9,AWAY,1,6.5,0.909
2022,2,Colorado State,Middle Tennessee,close,-13.5,-4.1,9.4,AWAY,1,,0.909
2022,2,Michigan State,Akron,open,-34.5,-19.6,14.9,AWAY,0,-0.0,-1.0
2022,2,Michigan State,Akron,close,-34.5,-19.6,14.9,AWAY,0,,-1.0
2022,2,Rutgers,Wagner,close,-48.5,-2.6,45.9,AWAY,0,,-1.0
2022,2,Purdue,Indiana State,close,-37.0,-7.5,29.6,AWAY,0,,-1.0
2022,2,Georgia,Samford,close,-53.0,-19.0,34.0,AWAY,1,,0.909
2022,2,Washington,Portland State,close,-31.0,-3.6,27.4,AWAY,0,,-1.0
2022,2,UCLA,Alabama State,close,-48.5,-7.4,41.1,AWAY,1,,0.909
2022,2,Nevada,Incarnate Word,close,-4.0,-3.6,0.4,AWAY,1,,0.909
2022,2,East Carolina,Old Dominion,open,-11.0,-6.5,4.5,AWAY,0,2.0,-1.0
2022,2,East Carolina,Old Dominion,close,-13.0,-6.5,6.5,AWAY,0,,-1.0
2022,2,Buffalo,Holy Cross,close,-6.0,3.8,9.8,AWAY,1,,0.909
2022,2,Coastal Carolina,Gardner-Webb,close,-32.5,-7.9,24.6,AWAY,1,,0.909
2022,2,West Virginia,Kansas,open,-13.5,-11.4,2.1,AWAY,1,0.5,0.909
2022,2,West Virginia,Kansas,close,-14.0,-11.4,2.6,AWAY,1,,0.909
2022,2,Florida Atlantic,SE Louisiana,close,-11.0,-1.6,9.4,AWAY,0,,-1.0
2022,2,Miami (OH),Robert Morris,close,-30.0,-2.7,27.3,AWAY,1,,0.909
2022,2,Liberty,UAB,open,5.0,-0.6,5.6,HOME,1,1.0,0.909
2022,2,Liberty,UAB,close,6.0,-0.6,6.6,HOME,1,,0.909
2022,2,Troy,Alabama A&M,close,-37.5,-0.3,37.2,AWAY,1,,0.909
2022,2,Tulane,Alcorn State,close,-35.5,-1.9,33.6,AWAY,0,,-1.0
2022,2,Ole Miss,Central Arkansas,close,-36.5,-11.2,25.3,AWAY,0,,-1.0
2022,2,Florida,Kentucky,open,-4.5,-0.6,3.9,AWAY,1,1.5,0.909
2022,2,Florida,Kentucky,close,-6.0,-0.6,5.4,AWAY,1,,0.909
2022,2,UConn,Syracuse,open,19.5,9.5,10.0,HOME,0,4.0,-1.0
2022,2,UConn,Syracuse,close,23.5,9.5,14.0,HOME,0,,-1.0
2022,2,Texas State,Florida International,open,-10.0,-4.2,5.8,AWAY,0,3.5,-1.0
2022,2,Texas State,Florida International,close,-13.5,-4.2,9.3,AWAY,0,,-1.0
2022,2,Utah State,Weber State,close,-6.5,-0.1,6.4,AWAY,1,,0.909
2022,2,Toledo,Massachusetts,open,-30.5,-22.8,7.7,AWAY,0,-2.5,-1.0
2022,2,Toledo,Massachusetts,close,-28.0,-22.8,5.2,AWAY,0,,-1.0
2022,2,Georgia Tech,Western Carolina,close,-24.5,2.8,27.3,AWAY,1,,0.909
2022,2,Oklahoma,Kent State,open,-32.0,-16.2,15.8,AWAY,1,1.0,0.909
2022,2,Oklahoma,Kent State,close,-33.0,-16.2,16.8,AWAY,1,,0.909
2022,2,South Florida,Howard,close,-39.5,4.2,43.7,AWAY,1,,0.909
2022,2,SMU,Lamar,close,-48.5,-9.2,39.3,AWAY,1,,0.909
2022,2,Tulsa,Northern Illinois,open,-6.0,-8.3,2.3,HOME,0,-0.5,-1.0
2022,2,Tulsa,Northern Illinois,close,-6.5,-8.3,1.8,HOME,0,,-1.0
2022,2,Louisiana Tech,Stephen F. Austin,close,-6.5,3.4,9.9,AWAY,0,,-1.0
2022,2,Louisiana,Eastern Michigan,open,-11.0,-10.9,0.1,AWAY,0,-0.0,-1.0
2022,2,Louisiana,Eastern Michigan,close,-11.0,-10.9,0.1,AWAY,0,,-1.0
2022,2,Auburn,San José State,open,-23.0,-10.1,12.9,AWAY,1,1.0,0.909
2022,2,Auburn,San José State,close,-24.0,-10.1,13.9,AWAY,1,,0.909
2022,2,Stanford,USC,open,10.0,1.2,8.8,HOME,0,-0.5,-1.0
2022,2,Stanford,USC,close,9.5,1.2,8.3,HOME,0,,-1.0
2022,2,LSU,Southern,close,-44.5,-3.4,41.1,AWAY,0,,-1.0
2022,2,North Texas,Texas Southern,close,-38.5,-0.1,38.4,AWAY,1,,0.909
2022,2,Nebraska,Georgia Southern,open,-21.5,-13.6,7.9,AWAY,1,2.0,0.909
2022,2,Nebraska,Georgia Southern,close,-23.5,-13.6,9.9,AWAY,1,,0.909
2022,2,Rice,McNeese,close,-7.5,8.5,16.0,AWAY,0,,-1.0
2022,2,Oklahoma State,Arizona State,open,-10.0,-4.3,5.7,AWAY,0,1.5,-1.0
2022,2,Oklahoma State,Arizona State,close,-11.5,-4.3,7.2,AWAY,0,,-1.0
2022,2,Virginia Tech,Boston College,open,-3.0,-3.4,0.4,HOME,1,0.0,0.909
2022,2,Virginia Tech,Boston College,close,-3.0,-3.4,0.4,HOME,1,,0.909
2022,2,San Diego State,Idaho State,close,-33.5,-6.8,26.7,AWAY,1,,0.909
2022,2,TCU,Tarleton State,close,-40.0,-2.9,37.1,AWAY,0,,-1.0
2022,2,UL Monroe,Nicholls,close,-4.5,6.5,11.0,AWAY,0,,-1.0
2022,2,Michigan,Hawai'i,open,-50.0,-19.8,30.2,AWAY,1,2.5,0.909
2022,2,Michigan,Hawai'i,close,-52.5,-19.8,32.7,AWAY,1,,0.909
2022,2,Indiana,Idaho,close,-24.5,0.8,25.3,AWAY,1,,0.909
2022,2,Oregon,Eastern Washington,close,-27.5,-6.6,20.9,AWAY,0,,-1.0
2022,2,UTEP,New Mexico State,open,-13.5,-10.8,2.7,AWAY,1,4.0,0.909
2022,2,UTEP,New Mexico State,close,-17.5,-10.8,6.7,AWAY,1,,0.909
2022,2,BYU,Baylor,open,-2.5,0.6,3.1,AWAY,0,-0.0,-1.0
2022,2,BYU,Baylor,close,-2.5,0.6,3.1,AWAY,0,,-1.0
2022,2,Fresno State,Oregon State,open,-1.0,-3.9,2.9,HOME,0,0.0,-1.0
2022,2,Fresno State,Oregon State,close,-1.0,-3.9,2.9,HOME,0,,-1.0
2022,2,Arizona,Mississippi State,open,8.5,8.2,0.3,HOME,0,4.0,-1.0
2022,2,Arizona,Mississippi State,close,12.5,8.2,4.3,HOME,0,,-1.0
2022,3,Louisville,Florida State,open,1.5,-0.8,2.3,HOME,0,1.0,-1.0
2022,3,Louisville,Florida State,close,2.5,-0.8,3.3,HOME,0,,-1.0
2022,3,Wyoming,Air Force,open,15.0,2.9,12.1,HOME,1,1.5,0.909
2022,3,Wyoming,Air Force,close,16.5,2.9,13.6,HOME,1,,0.909
2022,3,Virginia Tech,Wofford,open,-37.0,-7.5,29.5,AWAY,1,1.5,0.909
2022,3,Virginia Tech,Wofford,close,-38.5,-7.5,31.0,AWAY,1,,0.909
2022,3,Miami (OH),Cincinnati,open,20.0,7.7,12.3,HOME,0,4.0,-1.0
2022,3,Miami (OH),Cincinnati,close,24.0,7.7,16.3,HOME,1,,0.909
2022,3,Kent State,Long Island University,open,-40.0,0.2,40.2,AWAY,0,-0.0,-1.0
2022,3,Kent State,Long Island University,close,-40.0,0.2,40.2,AWAY,0,,-1.0
2022,3,Northwestern,Southern Illinois,open,-13.5,1.1,14.6,AWAY,1,-0.0,0.909
2022,3,Northwestern,Southern Illinois,close,-13.5,1.1,14.6,AWAY,1,,0.909
2022,3,Missouri,Abilene Christian,open,-31.5,-3.0,28.5,AWAY,1,-0.0,0.909
2022,3,Missouri,Abilene Christian,close,-31.5,-3.0,28.5,AWAY,1,,0.909
2022,3,South Carolina,Georgia,open,24.5,12.2,12.3,HOME,0,1.0,-1.0
2022,3,South Carolina,Georgia,close,25.5,12.2,13.3,HOME,0,,-1.0
2022,3,Kentucky,Youngstown State,open,-30.0,-8.6,21.4,AWAY,0,-0.0,-1.0
2022,3,Kentucky,Youngstown State,close,-30.0,-8.6,21.4,AWAY,0,,-1.0
2022,3,Nebraska,Oklahoma,open,14.0,3.0,11.0,HOME,0,-3.5,-1.0
2022,3,Nebraska,Oklahoma,close,10.5,3.0,7.5,HOME,0,,-1.0
2022,3,Army,Villanova,open,-13.5,-2.0,11.5,AWAY,0,0.5,-1.0
2022,3,Army,Villanova,close,-14.0,-2.0,12.0,AWAY,0,,-1.0
2022,3,Indiana,Western Kentucky,open,-7.5,8.0,15.5,AWAY,1,-0.5,0.909
2022,3,Indiana,Western Kentucky,close,-7.0,8.0,15.0,AWAY,1,,0.909
2022,3,Baylor,Texas State,open,-30.0,-18.3,11.7,AWAY,0,-0.0,-1.0
2022,3,Baylor,Texas State,close,-30.0,-18.3,11.7,AWAY,0,,-1.0
2022,3,Michigan,UConn,open,-47.0,-27.1,19.9,AWAY,0,0.5,-1.0
2022,3,Michigan,UConn,close,-47.5,-27.1,20.4,AWAY,0,,-1.0
2022,3,Syracuse,Purdue,open,1.0,0.7,0.3,HOME,1,-2.5,0.909
2022,3,Syracuse,Purdue,close,-1.5,0.7,2.2,AWAY,0,,-1.0
2022,3,Morgan State,Sacred Heart,open,15.0,-0.3,15.3,HOME,1,-0.5,0.909
2022,3,Morgan State,Sacred Heart,close,14.5,-0.3,14.8,HOME,1,,0.909
2022,3,Lehigh,Richmond,open,16.0,-1.8,17.8,HOME,0,0.0,-1.0
2022,3,Lehigh,Richmond,close,16.0,-1.8,17.8,HOME,0,,-1.0
2022,3,Monmouth,Georgetown,open,-17.5,-0.6,16.9,AWAY,0,-0.0,-1.0
2022,3,Monmouth,Georgetown,close,-17.5,-0.6,16.9,AWAY,0,,-1.0
2022,3,Rhode Island,Delaware,open,-3.0,-3.1,0.1,HOME,0,0.0,-1.0
2022,3,Rhode Island,Delaware,close,-3.0,-3.1,0.1,HOME,0,,-1.0
2022,3,Fordham,UAlbany,open,-7.5,-5.4,2.1,AWAY,1,1.0,0.909
2022,3,Fordham,UAlbany,close,-8.5,-5.4,3.1,AWAY,1,,0.909
2022,3,Coastal Carolina,Buffalo,open,-18.5,-14.7,3.8,AWAY,1,-6.5,0.909
2022,3,West Virginia,Towson,open,-39.0,-1.8,37.2,AWAY,0,2.0,-1.0
2022,3,West Virginia,Towson,close,-41.0,-1.8,39.2,AWAY,0,,-1.0
2022,3,Indiana State,Montana,open,25.0,0.8,24.2,HOME,0,-0.5,-1.0
2022,3,Indiana State,Montana,close,24.5,0.8,23.7,HOME,0,,-1.0
2022,3,UCLA,South Alabama,open,-14.0,-10.2,3.8,AWAY,1,1.5,0.909
2022,3,UCLA,South Alabama,close,-15.5,-10.2,5.3,AWAY,1,,0.909
2022,3,Iowa State,Ohio,open,-21.5,-17.3,4.2,AWAY,0,-1.5,-1.0
2022,3,Iowa State,Ohio,close,-20.0,-17.3,2.7,AWAY,0,,-1.0
2022,3,Ball State,Murray State,open,-21.0,1.0,22.0,AWAY,0,-0.0,-1.0
2022,3,Ball State,Murray State,close,-21.0,1.0,22.0,AWAY,0,,-1.0
2022,3,Temple,Rutgers,open,17.0,7.2,9.8,HOME,1,1.0,0.909
2022,3,Temple,Rutgers,close,18.0,7.2,10.8,HOME,1,,0.909
2022,3,Norfolk State,Hampton,close,2.5,1.5,1.0,HOME,0,,-1.0
2022,3,South Dakota,Cal Poly,close,-18.0,-1.9,16.1,AWAY,1,,0.909
2022,3,Jackson State,Grambling,close,-28.5,-5.2,23.3,AWAY,0,,-1.0
2022,3,Virginia,Old Dominion,open,-10.5,-9.7,0.8,AWAY,1,-2.0,0.909
2022,3,Virginia,Old Dominion,close,-8.5,-9.7,1.2,HOME,0,,-1.0
2022,3,Notre Dame,California,open,-12.5,-8.1,4.4,AWAY,1,1.0,0.909
2022,3,Notre Dame,California,close,-13.5,-8.1,5.4,AWAY,1,,0.909
2022,3,Southeast Missouri State,Nicholls,close,-5.5,-5.6,0.1,HOME,1,,0.909
2022,3,Alabama A&M,Austin Peay,close,20.0,2.7,17.3,HOME,0,,-1.0
2022,3,Kansas State,Tulane,open,-16.5,-11.6,4.9,AWAY,1,-2.5,0.909
2022,3,Kansas State,Tulane,close,-14.0,-11.6,2.4,AWAY,1,,0.909
2022,3,UNLV,North Texas,open,-2.5,0.4,2.9,AWAY,0,-0.0,-1.0
2022,3,UNLV,North Texas,close,-2.5,0.4,2.9,AWAY,0,,-1.0
2022,3,Idaho,Drake,close,-31.0,-3.6,27.4,AWAY,1,,0.909
2022,3,Idaho State,Central Arkansas,close,7.0,-1.3,8.3,HOME,0,,-1.0
2022,3,Minnesota,Colorado,open,-27.0,-18.4,8.6,AWAY,0,1.0,-1.0
2022,3,Minnesota,Colorado,close,-28.0,-18.4,9.6,AWAY,0,,-1.0
2022,3,Massachusetts,Stony Brook,open,-1.0,11.7,12.7,AWAY,0,-0.0,-1.0
2022,3,Massachusetts,Stony Brook,close,-1.0,11.7,12.7,AWAY,0,,-1.0
2022,3,UAB,Georgia Southern,open,-12.0,-12.7,0.7,HOME,1,0.5,0.909
2022,3,UAB,Georgia Southern,close,-11.5,-12.7,1.2,HOME,1,,0.909
2022,3,Lafayette,William & Mary,close,21.0,0.2,20.8,HOME,0,,-1.0
2022,3,Auburn,Penn State,open,3.0,-1.0,4.0,HOME,0,-0.5,-1.0
2022,3,Auburn,Penn State,close,2.5,-1.0,3.5,HOME,0,,-1.0
2022,3,Oregon,BYU,open,-4.0,-2.1,1.9,AWAY,0,-0.5,-1.0
2022,3,Oregon,BYU,close,-3.5,-2.1,1.4,AWAY,0,,-1.0
