season,week,home,away,vs,market,model,edge,side,won,clv,pnl
2024,15,Boise State,UNLV,open,-4.0,-6.6,2.6,HOME,1,0.0,0.909
2024,15,Boise State,UNLV,close,-4.0,-6.6,2.6,HOME,1,,0.909
2024,15,Miami (OH),Ohio,open,-2.5,-2.8,0.3,HOME,0,0.0,-1.0
2024,15,Miami (OH),Ohio,close,-2.5,-2.8,0.3,HOME,0,,-1.0
2024,15,Arizona State,Iowa State,open,-2.5,3.1,5.6,AWAY,0,-4.0,-1.0
2024,15,Arizona State,Iowa State,close,1.5,3.1,1.6,AWAY,0,,-1.0
2024,15,South Dakota State,Montana,close,-22.5,-12.0,10.5,AWAY,1,,0.909
2024,15,Incarnate Word,Villanova,close,-11.5,-5.7,5.8,AWAY,1,,0.909
2024,15,Jackson State,Southern,close,-13.5,-10.7,2.8,AWAY,0,,-1.0
2024,15,Mercer,Rhode Island,close,-7.5,-7.4,0.1,AWAY,1,,0.909
2024,15,North Dakota State,Abilene Christian,close,-21.5,-11.3,10.2,AWAY,1,,0.909
2024,15,South Dakota,Tarleton State,close,-18.5,-6.2,12.3,AWAY,1,,0.909
2024,15,Montana State,UT Martin,close,-19.0,-8.6,10.4,AWAY,0,,-1.0
2024,15,UC Davis,Illinois State,close,-10.5,-4.3,6.2,AWAY,0,,-1.0
2024,15,Texas,Georgia,open,-2.5,-2.8,0.3,HOME,0,-0.5,-1.0
2024,15,Texas,Georgia,close,-3.0,-2.8,0.2,AWAY,1,,0.909
2024,15,Louisiana,Marshall,open,-4.5,-8.1,3.6,HOME,0,-0.5,-1.0
2024,15,Louisiana,Marshall,close,-5.0,-8.1,3.1,HOME,0,,-1.0
2024,15,Oregon,Penn State,open,-3.5,-6.0,2.5,HOME,1,0.0,0.909
2024,15,Oregon,Penn State,close,-3.5,-6.0,2.5,HOME,1,,0.909
2024,15,SMU,Clemson,open,-2.5,-4.0,1.5,HOME,0,0.0,-1.0
2024,15,SMU,Clemson,close,-2.5,-4.0,1.5,HOME,0,,-1.0
2024,16,Montana State,Idaho,open,-13.5,-10.5,3.0,AWAY,0,1.0,-1.0
2024,16,Montana State,Idaho,close,-14.5,-10.5,4.0,AWAY,0,,-1.0
2024,16,South Dakota State,Incarnate Word,close,-20.5,-10.3,10.2,AWAY,0,,-1.0
2024,16,Army,Navy,open,0.0,-9.2,9.2,HOME,0,-6.5,-1.0
2024,16,Army,Navy,close,-6.5,-9.2,2.7,HOME,0,,-1.0
2024,16,North Dakota State,Mercer,close,-23.5,-7.7,15.8,AWAY,0,,-1.0
2024,16,South Dakota,UC Davis,close,-7.0,-4.4,2.6,AWAY,0,,-1.0
2025,1,Kansas State,Iowa State,open,-3.5,-5.7,2.2,HOME,0,0.0,-1.0
2025,1,Kansas State,Iowa State,close,-3.5,-5.7,2.2,HOME,0,,-1.0
2025,1,Nicholls,Incarnate Word,open,13.5,3.7,9.8,HOME,1,0.0,0.909
2025,1,Nicholls,Incarnate Word,close,13.5,3.7,9.8,HOME,1,,0.909
2025,1,UNLV,Idaho State,open,-24.5,-12.6,11.9,AWAY,1,6.0,0.909
2025,1,UNLV,Idaho State,close,-30.5,-12.6,17.9,AWAY,1,,0.909
2025,1,Portland State,Tarleton State,open,17.5,2.2,15.3,HOME,0,-1.0,-1.0
2025,1,Portland State,Tarleton State,close,16.5,2.2,14.3,HOME,0,,-1.0
2025,1,Kansas,Fresno State,open,-14.0,-8.8,5.2,AWAY,0,-0.0,-1.0
2025,1,Kansas,Fresno State,close,-14.0,-8.8,5.2,AWAY,0,,-1.0
2025,1,Western Kentucky,Sam Houston,open,-9.5,-6.5,3.0,AWAY,0,-0.0,-1.0
2025,1,Western Kentucky,Sam Houston,close,-9.5,-6.5,3.0,AWAY,0,,-1.0
2025,1,Hawai'i,Stanford,open,-1.5,-0.7,0.8,AWAY,0,-0.0,-1.0
2025,1,Hawai'i,Stanford,close,-1.5,-0.7,0.8,AWAY,0,,-1.0
2025,1,Southern,North Carolina Central,close,10.5,2.6,7.9,HOME,0,,-1.0
2025,1,South Florida,Boise State,open,8.5,8.0,0.5,HOME,1,0.0,0.909
2025,1,South Florida,Boise State,close,8.5,8.0,0.5,HOME,1,,0.909
2025,1,Youngstown State,Mercyhurst,close,-24.0,-4.9,19.1,AWAY,1,,0.909
2025,1,Bowling Green,Lafayette,open,-14.5,-2.1,12.4,AWAY,0,7.0,-1.0
2025,1,Bowling Green,Lafayette,close,-21.5,-2.1,19.4,AWAY,1,,0.909
2025,1,Rutgers,Ohio,open,-11.5,-4.5,7.0,AWAY,1,-0.0,0.909
2025,1,Rutgers,Ohio,close,-11.5,-4.5,7.0,AWAY,1,,0.909
2025,1,UCF,Jacksonville State,open,-16.5,-4.2,12.3,AWAY,1,-0.0,0.909
2025,1,UCF,Jacksonville State,close,-16.5,-4.2,12.3,AWAY,1,,0.909
2025,1,Akron,Wyoming,open,8.5,1.8,6.7,HOME,0,0.0,-1.0
2025,1,Akron,Wyoming,close,8.5,1.8,6.7,HOME,0,,-1.0
2025,1,Eastern Illinois,Dayton,close,-9.5,1.4,10.9,AWAY,0,,-1.0
2025,1,NC State,East Carolina,open,-12.5,-7.4,5.1,AWAY,1,-0.0,0.909
2025,1,NC State,East Carolina,close,-12.5,-7.4,5.1,AWAY,1,,0.909
2025,1,Norfolk State,Towson,close,8.5,1.8,6.7,HOME,0,,-1.0
2025,1,Delaware,Delaware State,open,-29.5,-16.0,13.5,AWAY,1,1.0,0.909
2025,1,Delaware,Delaware State,close,-30.5,-16.0,14.5,AWAY,1,,0.909
2025,1,UL Monroe,St. Francis (PA),open,-23.5,6.5,30.0,AWAY,0,7.0,-1.0
2025,1,UL Monroe,St. Francis (PA),close,-30.5,6.5,37.0,AWAY,1,,0.909
2025,1,St. Thomas (MN),Lindenwood,close,6.5,-5.6,12.1,HOME,1,,0.909
2025,1,Samford,West Georgia,close,-6.5,-3.8,2.7,AWAY,1,,0.909
2025,1,Missouri,Central Arkansas,open,-36.5,-12.5,24.0,AWAY,0,3.0,-1.0
2025,1,Missouri,Central Arkansas,close,-39.5,-12.5,27.0,AWAY,0,,-1.0
2025,1,Duke,Elon,open,-33.5,-6.9,26.6,AWAY,1,3.0,0.909
2025,1,Duke,Elon,close,-36.5,-6.9,29.6,AWAY,1,,0.909
2025,1,Oklahoma State,UT Martin,open,-19.5,2.4,21.9,AWAY,0,6.5,-1.0
2025,1,Oklahoma State,UT Martin,close,-26.0,2.4,28.4,AWAY,1,,0.909
2025,1,Houston,Stephen F. Austin,open,-22.5,4.5,27.0,AWAY,0,1.0,-1.0
2025,1,Houston,Stephen F. Austin,close,-23.5,4.5,28.0,AWAY,0,,-1.0
2025,1,Minnesota,Buffalo,open,-16.5,-14.4,2.1,AWAY,1,-0.0,0.909
2025,1,Minnesota,Buffalo,close,-16.5,-14.4,2.1,AWAY,1,,0.909
2025,1,Northwestern State,Alcorn State,close,10.5,6.6,3.9,HOME,1,,0.909
2025,1,UAB,Alabama State,open,-20.0,7.5,27.5,AWAY,1,1.5,0.909
2025,1,UAB,Alabama State,close,-21.5,7.5,29.0,AWAY,1,,0.909
2025,1,Wisconsin,Miami (OH),open,-17.5,-4.8,12.7,AWAY,1,-0.0,0.909
2025,1,Wisconsin,Miami (OH),close,-17.5,-4.8,12.7,AWAY,1,,0.909
2025,1,Cincinnati,Nebraska,open,6.5,1.8,4.7,HOME,1,0.0,0.909
2025,1,Cincinnati,Nebraska,close,6.5,1.8,4.7,HOME,1,,0.909
2025,1,San Diego State,Stony Brook,open,-18.5,7.5,26.0,AWAY,0,1.0,-1.0
2025,1,San Diego State,Stony Brook,close,-19.5,7.5,27.0,AWAY,0,,-1.0
2025,1,Rhode Island,Campbell,close,-11.5,-8.0,3.5,AWAY,1,,0.909
2025,1,Army,Tarleton State,open,-16.5,-5.6,10.9,AWAY,1,-2.0,0.909
2025,1,Army,Tarleton State,close,-14.5,-5.6,8.9,AWAY,1,,0.909
2025,1,Wake Forest,Kennesaw State,open,-17.5,-14.0,3.5,AWAY,1,-0.0,0.909
2025,1,Wake Forest,Kennesaw State,close,-17.5,-14.0,3.5,AWAY,1,,0.909
2025,1,Florida International,Bethune-Cookman,open,-31.0,1.9,32.9,AWAY,0,-4.5,-1.0
2025,1,Florida International,Bethune-Cookman,close,-26.5,1.9,28.4,AWAY,0,,-1.0
2025,1,Marist,New Haven,close,3.5,9.7,6.2,AWAY,0,,-1.0
2025,1,Charlotte,App State,open,8.5,5.0,3.5,HOME,0,0.0,-1.0
2025,1,Charlotte,App State,close,8.5,5.0,3.5,HOME,0,,-1.0
2025,1,Colgate,Monmouth,close,14.5,3.4,11.1,HOME,1,,0.909
2025,1,Michigan State,Western Michigan,open,-18.5,-6.9,11.6,AWAY,1,-0.0,0.909
2025,1,Michigan State,Western Michigan,close,-18.5,-6.9,11.6,AWAY,1,,0.909
2025,1,Kansas,Wagner,open,-46.5,-12.8,33.7,AWAY,1,-1.0,0.909
2025,1,Kansas,Wagner,close,-45.5,-12.8,32.7,AWAY,1,,0.909
2025,1,Illinois,Western Illinois,open,-45.5,-14.8,30.7,AWAY,0,3.0,-1.0
2025,1,Illinois,Western Illinois,close,-48.5,-14.8,33.7,AWAY,0,,-1.0
2025,1,Colorado,Georgia Tech,open,4.0,-6.2,10.2,HOME,0,0.0,-1.0
2025,1,Colorado,Georgia Tech,close,4.0,-6.2,10.2,HOME,0,,-1.0
2025,1,Baylor,Auburn,open,1.5,-1.7,3.2,HOME,0,0.0,-1.0
2025,1,Baylor,Auburn,close,1.5,-1.7,3.2,HOME,0,,-1.0
2025,1,Sam Houston,UNLV,open,13.5,8.6,4.9,HOME,0,0.0,-1.0
2025,1,Sam Houston,UNLV,close,13.5,8.6,4.9,HOME,0,,-1.0
2025,1,San José State,Central Michigan,open,-11.5,-11.5,0.0,HOME,0,0.0,-1.0
2025,1,San José State,Central Michigan,close,-11.5,-11.5,0.0,HOME,0,,-1.0
2025,1,Tennessee,Syracuse,open,-13.5,-14.9,1.4,HOME,1,0.0,0.909
2025,1,Tennessee,Syracuse,close,-13.5,-14.9,1.4,HOME,1,,0.909
2025,1,Southern Miss,Mississippi State,open,11.5,12.7,1.2,AWAY,1,-0.0,0.909
2025,1,Southern Miss,Mississippi State,close,11.5,12.7,1.2,AWAY,1,,0.909
2025,1,Maryland,Florida Atlantic,open,-16.5,-10.4,6.1,AWAY,0,-0.0,-1.0
2025,1,Maryland,Florida Atlantic,close,-16.5,-10.4,6.1,AWAY,0,,-1.0
2025,1,Purdue,Ball State,open,-16.5,-6.1,10.4,AWAY,0,-0.0,-1.0
2025,1,Purdue,Ball State,close,-16.5,-6.1,10.4,AWAY,0,,-1.0
2025,1,Kent State,Merrimack,open,-6.5,20.3,26.8,AWAY,1,-1.0,0.909
2025,1,Kent State,Merrimack,close,-5.5,20.3,25.8,AWAY,1,,0.909
2025,1,Pittsburgh,Duquesne,open,-39.0,-3.3,35.7,AWAY,0,0.5,-1.0
2025,1,Pittsburgh,Duquesne,close,-39.5,-3.3,36.2,AWAY,0,,-1.0
2025,1,Ohio State,Texas,open,-3.0,-6.3,3.3,HOME,1,0.0,0.909
2025,1,Ohio State,Texas,close,-3.0,-6.3,3.3,HOME,1,,0.909
2025,1,Navy,VMI,open,-41.0,-11.5,29.5,AWAY,0,1.5,-1.0
2025,1,Navy,VMI,close,-42.5,-11.5,31.0,AWAY,0,,-1.0
2025,1,Tulane,Northwestern,open,-6.5,-12.4,5.9,HOME,1,0.0,0.909
2025,1,Tulane,Northwestern,close,-6.5,-12.4,5.9,HOME,1,,0.909
2025,1,Kentucky,Toledo,open,-10.0,-8.1,1.9,AWAY,1,-0.0,0.909
2025,1,Kentucky,Toledo,close,-10.0,-8.1,1.9,AWAY,1,,0.909
2025,1,Davidson,Georgetown,close,3.5,-8.3,11.8,HOME,0,,-1.0
2025,1,Boston College,Fordham,open,-34.5,-6.7,27.8,AWAY,0,-0.0,-1.0
2025,1,Boston College,Fordham,close,-34.5,-6.7,27.8,AWAY,0,,-1.0
2025,1,Furman,William & Mary,close,-2.5,-0.0,2.5,AWAY,1,,0.909
2025,1,West Virginia,Robert Morris,open,-37.5,-7.1,30.4,AWAY,0,6.0,-1.0
2025,1,West Virginia,Robert Morris,close,-43.5,-7.1,36.4,AWAY,1,,0.909
2025,1,UConn,Central Connecticut,open,-26.5,-3.2,23.3,AWAY,0,3.0,-1.0
2025,1,UConn,Central Connecticut,close,-29.5,-3.2,26.3,AWAY,0,,-1.0
2025,1,Northern Iowa,Butler,close,-16.5,5.0,21.5,AWAY,0,,-1.0
2025,1,Sacred Heart,Stonehill,close,-6.5,-6.8,0.3,HOME,0,,-1.0
2025,1,Indiana,Old Dominion,open,-23.5,-19.1,4.4,AWAY,1,-0.0,0.909
2025,1,Indiana,Old Dominion,close,-23.5,-19.1,4.4,AWAY,1,,0.909
2025,1,Louisville,Eastern Kentucky,open,-37.5,-12.4,25.1,AWAY,1,-0.0,0.909
2025,1,Louisville,Eastern Kentucky,close,-37.5,-12.4,25.1,AWAY,1,,0.909
2025,1,Jackson State,Hampton,close,-18.5,-8.9,9.6,AWAY,1,,0.909
2025,1,Florida State,Alabama,open,13.5,16.5,3.0,AWAY,0,-0.0,-1.0
2025,1,Florida State,Alabama,close,13.5,16.5,3.0,AWAY,0,,-1.0
2025,1,Massachusetts,Temple,open,3.0,-2.7,5.7,HOME,0,0.0,-1.0
2025,1,Massachusetts,Temple,close,3.0,-2.7,5.7,HOME,0,,-1.0
2025,1,Penn State,Nevada,open,-45.5,-31.8,13.7,AWAY,1,-0.0,0.909
2025,1,Penn State,Nevada,close,-45.5,-31.8,13.7,AWAY,1,,0.909
2025,1,Air Force,Bucknell,open,-32.0,1.4,33.4,AWAY,0,-1.5,-1.0
2025,1,Air Force,Bucknell,close,-30.5,1.4,31.9,AWAY,0,,-1.0
2025,1,Iowa State,South Dakota,open,-14.5,-4.3,10.2,AWAY,0,-1.0,-1.0
2025,1,Iowa State,South Dakota,close,-13.5,-4.3,9.2,AWAY,0,,-1.0
2025,1,Georgia,Marshall,open,-39.5,-19.0,20.5,AWAY,1,-0.0,0.909
2025,1,Georgia,Marshall,close,-39.5,-19.0,20.5,AWAY,1,,0.909
2025,1,Northern Illinois,Holy Cross,open,-13.0,2.6,15.6,AWAY,1,0.5,0.909
2025,1,Northern Illinois,Holy Cross,close,-13.5,2.6,16.1,AWAY,1,,0.909
2025,1,Florida A&M,Howard,close,-7.5,-6.2,1.3,AWAY,1,,0.909
2025,1,Liberty,Maine,open,-25.5,-6.0,19.5,AWAY,1,-0.0,0.909
2025,1,Liberty,Maine,close,-25.5,-6.0,19.5,AWAY,1,,0.909
2025,1,Oregon,Montana State,open,-26.5,-12.9,13.6,AWAY,0,2.0,-1.0
2025,1,Oregon,Montana State,close,-28.5,-12.9,15.6,AWAY,0,,-1.0
2025,1,Arkansas,Alabama A&M,open,-46.5,-10.2,36.3,AWAY,1,-1.0,0.909
2025,1,Arkansas,Alabama A&M,close,-45.5,-10.2,35.3,AWAY,1,,0.909
2025,1,Memphis,Chattanooga,open,-28.0,-6.4,21.6,AWAY,0,2.5,-1.0
2025,1,Memphis,Chattanooga,close,-30.5,-6.4,24.1,AWAY,0,,-1.0
2025,1,Tennessee State,North Carolina A&T,close,-6.5,-10.5,4.0,HOME,0,,-1.0
2025,1,Mississippi Valley State,Southern,close,12.5,4.0,8.5,HOME,1,,0.909
2025,1,East Tennessee State,Murray State,close,-31.0,-10.2,20.8,AWAY,1,,0.909
2025,1,Oklahoma,Illinois State,open,-35.5,-8.9,26.6,AWAY,1,3.0,0.909
2025,1,Oklahoma,Illinois State,close,-38.5,-8.9,29.6,AWAY,1,,0.909
2025,1,Virginia,Coastal Carolina,open,-12.5,-2.7,9.8,AWAY,0,-0.0,-1.0
2025,1,Virginia,Coastal Carolina,close,-12.5,-2.7,9.8,AWAY,0,,-1.0
2025,1,Western Carolina,Gardner-Webb,close,-6.5,-7.1,0.6,HOME,0,,-1.0
2025,1,North Carolina Central,New Hampshire,close,-4.5,-5.2,0.7,HOME,0,,-1.0
2025,1,Mercer,Presbyterian,close,-22.5,-7.1,15.4,AWAY,1,,0.909
2025,1,South Carolina State,Wofford,close,-9.5,-9.1,0.4,AWAY,1,,0.909
2025,1,Iowa,UAlbany,open,-37.5,-14.9,22.6,AWAY,1,2.0,0.909
2025,1,Iowa,UAlbany,close,-39.5,-14.9,24.6,AWAY,1,,0.909
2025,1,James Madison,Weber State,open,-27.5,-8.4,19.1,AWAY,0,-0.0,-1.0
2025,1,James Madison,Weber State,close,-27.5,-8.4,19.1,AWAY,0,,-1.0
2025,1,Troy,Nicholls,open,-21.5,-1.8,19.7,AWAY,1,-5.0,0.909
2025,1,Troy,Nicholls,close,-16.5,-1.8,14.7,AWAY,0,,-1.0
2025,1,Florida,Long Island University,open,-45.5,-15.4,30.1,AWAY,0,1.0,-1.0
2025,1,Florida,Long Island University,close,-46.5,-15.4,31.1,AWAY,0,,-1.0
2025,1,Vanderbilt,Charleston Southern,open,-37.5,-10.5,27.0,AWAY,0,1.0,-1.0
2025,1,Vanderbilt,Charleston Southern,close,-38.5,-10.5,28.0,AWAY,0,,-1.0
2025,1,Western Kentucky,North Alabama,open,-28.5,-4.3,24.2,AWAY,0,-1.0,-1.0
2025,1,Western Kentucky,North Alabama,close,-27.5,-4.3,23.2,AWAY,0,,-1.0
2025,1,Kansas State,North Dakota,open,-25.5,-13.4,12.1,AWAY,1,2.0,0.909
2025,1,Kansas State,North Dakota,close,-27.5,-13.4,14.1,AWAY,1,,0.909
2025,1,Middle Tennessee,Austin Peay,open,-13.5,13.0,26.5,AWAY,1,3.0,0.909
2025,1,Middle Tennessee,Austin Peay,close,-16.5,13.0,29.5,AWAY,1,,0.909
2025,1,Texas A&M,UTSA,open,-21.5,-12.7,8.8,AWAY,1,-0.0,0.909
2025,1,Texas A&M,UTSA,close,-21.5,-12.7,8.8,AWAY,1,,0.909
2025,1,South Dakota State,Sacramento State,close,-11.5,-14.7,3.2,HOME,1,,0.909
2025,1,Arkansas State,Southeast Missouri State,open,-10.5,5.2,15.7,AWAY,0,5.0,-1.0
2025,1,Arkansas State,Southeast Missouri State,close,-15.5,5.2,20.7,AWAY,0,,-1.0
2025,1,South Alabama,Morgan State,open,-28.5,-7.7,20.8,AWAY,1,-0.0,0.909
2025,1,South Alabama,Morgan State,close,-28.5,-7.7,20.8,AWAY,1,,0.909
2025,1,Louisiana Tech,SE Louisiana,open,-14.5,5.1,19.6,AWAY,0,-0.0,-1.0
2025,1,Louisiana Tech,SE Louisiana,close,-14.5,5.1,19.6,AWAY,0,,-1.0
2025,1,USC,Missouri State,open,-34.5,-9.9,24.6,AWAY,0,-0.0,-1.0
2025,1,USC,Missouri State,close,-34.5,-9.9,24.6,AWAY,0,,-1.0
2025,1,Texas Tech,Arkansas-Pine Bluff,open,-52.5,-13.5,39.0,AWAY,0,2.0,-1.0
2025,1,Texas Tech,Arkansas-Pine Bluff,close,-54.5,-13.5,41.0,AWAY,0,,-1.0
2025,1,Utah State,UTEP,open,-3.5,-10.3,6.8,HOME,1,0.0,0.909
2025,1,Utah State,UTEP,close,-3.5,-10.3,6.8,HOME,1,,0.909
2025,1,Clemson,LSU,open,-3.5,-1.1,2.4,AWAY,1,-0.0,0.909
2025,1,Clemson,LSU,close,-3.5,-1.1,2.4,AWAY,1,,0.909
2025,1,Michigan,New Mexico,open,-36.5,-23.1,13.4,AWAY,1,-0.0,0.909
2025,1,Michigan,New Mexico,close,-36.5,-23.1,13.4,AWAY,1,,0.909
2025,1,Ole Miss,Georgia State,open,-38.5,-33.7,4.8,AWAY,0,-0.0,-1.0
2025,1,Ole Miss,Georgia State,close,-38.5,-33.7,4.8,AWAY,0,,-1.0
2025,1,Tulsa,Abilene Christian,open,-4.5,14.3,18.8,AWAY,0,1.0,-1.0
2025,1,Tulsa,Abilene Christian,close,-5.5,14.3,19.8,AWAY,0,,-1.0
2025,1,Texas State,Eastern Michigan,open,-14.0,-15.6,1.6,HOME,1,0.0,0.909
2025,1,Texas State,Eastern Michigan,close,-14.0,-15.6,1.6,HOME,1,,0.909
2025,1,BYU,Portland State,open,-43.5,-14.1,29.4,AWAY,0,1.0,-1.0
2025,1,BYU,Portland State,close,-44.5,-14.1,30.4,AWAY,0,,-1.0
2025,1,Texas Southern,Prairie View A&M,close,-1.5,-2.4,0.9,HOME,0,,-1.0
2025,1,Louisiana,Rice,open,-14.5,-14.3,0.2,AWAY,1,-0.0,0.909
2025,1,Louisiana,Rice,close,-14.5,-14.3,0.2,AWAY,1,,0.909
2025,1,San Diego,Cal Poly,close,-1.5,-10.1,8.6,HOME,0,,-1.0
2025,1,North Texas,Lamar,open,-24.5,0.1,24.6,AWAY,0,3.0,-1.0
2025,1,North Texas,Lamar,close,-27.5,0.1,27.6,AWAY,0,,-1.0
2025,1,Southern Utah,Idaho State,open,-4.5,-7.9,3.4,HOME,1,0.0,0.909
2025,1,Southern Utah,Idaho State,close,-4.5,-7.9,3.4,HOME,1,,0.909
2025,1,SMU,East Texas A&M,open,-50.5,-20.9,29.6,AWAY,1,-0.0,0.909
2025,1,SMU,East Texas A&M,close,-50.5,-20.9,29.6,AWAY,1,,0.909
2025,1,New Mexico State,Bryant,open,-19.5,6.1,25.6,AWAY,1,-0.0,0.909
2025,1,New Mexico State,Bryant,close,-19.5,6.1,25.6,AWAY,1,,0.909
2025,1,Fresno State,Georgia Southern,open,-2.5,-2.0,0.5,AWAY,0,-0.0,-1.0
2025,1,Fresno State,Georgia Southern,close,-2.5,-2.0,0.5,AWAY,0,,-1.0
2025,1,Arizona State,Northern Arizona,open,-28.5,-7.4,21.1,AWAY,1,1.0,0.909
2025,1,Arizona State,Northern Arizona,close,-29.5,-7.4,22.1,AWAY,1,,0.909
2025,1,Washington State,Idaho,open,-14.5,-1.3,13.2,AWAY,1,2.0,0.909
2025,1,Washington State,Idaho,close,-16.5,-1.3,15.2,AWAY,1,,0.909
2025,1,Utah Tech,UC Davis,close,18.5,7.0,11.5,HOME,1,,0.909
2025,1,Arizona,Hawai'i,open,-13.5,-9.8,3.7,AWAY,0,-0.0,-1.0
2025,1,Arizona,Hawai'i,close,-13.5,-9.8,3.7,AWAY,0,,-1.0
2025,1,Oregon State,California,open,-3.0,3.1,6.1,AWAY,1,-0.0,0.909
2025,1,Oregon State,California,close,-3.0,3.1,6.1,AWAY,1,,0.909
2025,1,Washington,Colorado State,open,-20.5,-10.9,9.6,AWAY,1,-0.0,0.909
2025,1,Washington,Colorado State,close,-20.5,-10.9,9.6,AWAY,1,,0.909
2025,1,UCLA,Utah,open,6.5,2.3,4.2,HOME,0,0.0,-1.0
2025,1,UCLA,Utah,close,6.5,2.3,4.2,HOME,0,,-1.0
2025,1,South Carolina,Virginia Tech,open,-8.5,-8.0,0.5,AWAY,0,-0.0,-1.0
2025,1,South Carolina,Virginia Tech,close,-8.5,-8.0,0.5,AWAY,0,,-1.0
2025,1,Miami,Notre Dame,open,2.5,0.9,1.6,HOME,1,0.0,0.909
2025,1,Miami,Notre Dame,close,2.5,0.9,1.6,HOME,1,,0.909
2025,1,North Carolina,TCU,open,3.0,1.4,1.6,HOME,0,0.0,-1.0
2025,1,North Carolina,TCU,close,3.0,1.4,1.6,HOME,0,,-1.0
2025,2,Louisville,James Madison,open,-15.0,-6.7,8.3,AWAY,1,0.5,0.909
2025,2,Louisville,James Madison,close,-15.5,-6.7,8.8,AWAY,1,,0.909
2025,2,Maryland,Northern Illinois,open,-15.5,-4.7,10.8,AWAY,1,1.0,0.909
2025,2,Maryland,Northern Illinois,close,-16.5,-4.7,11.8,AWAY,1,,0.909
2025,2,Northwestern,Western Illinois,open,-28.5,-4.0,24.5,AWAY,0,2.0,-1.0
2025,2,Northwestern,Western Illinois,close,-30.5,-4.0,26.5,AWAY,0,,-1.0
2025,2,Boise State,Eastern Washington,open,-29.5,-9.4,20.1,AWAY,0,4.0,-1.0
2025,2,Boise State,Eastern Washington,close,-33.5,-9.4,24.1,AWAY,0,,-1.0
2025,2,Syracuse,UConn,open,-9.0,-5.0,4.0,AWAY,1,-1.5,0.909
2025,2,Syracuse,UConn,close,-7.5,-5.0,2.5,AWAY,1,,0.909
2025,2,Iowa State,Iowa,open,-1.5,-0.3,1.2,AWAY,0,-0.0,-1.0
2025,2,Iowa State,Iowa,close,-1.5,-0.3,1.2,AWAY,0,,-1.0
2025,2,Texas Tech,Kent State,open,-49.0,-29.3,19.7,AWAY,1,-1.5,0.909
2025,2,Texas Tech,Kent State,close,-47.5,-29.3,18.2,AWAY,0,,-1.0
2025,2,NC State,Virginia,open,-3.0,-8.1,5.1,HOME,1,0.5,0.909
2025,2,NC State,Virginia,close,-2.5,-8.1,5.6,HOME,1,,0.909
2025,2,Penn State,Florida International,open,-42.0,-28.1,13.9,AWAY,1,-0.5,0.909
2025,2,Penn State,Florida International,close,-41.5,-28.1,13.4,AWAY,1,,0.909
2025,2,Mercyhurst,New Haven,close,-12.5,4.5,17.0,AWAY,0,,-1.0
2025,2,Pittsburgh,Central Michigan,open,-21.5,-17.7,3.8,AWAY,0,-0.0,-1.0
2025,2,Pittsburgh,Central Michigan,close,-21.5,-17.7,3.8,AWAY,0,,-1.0
2025,2,Jacksonville State,Liberty,open,6.0,-0.9,6.9,HOME,1,0.5,0.909
2025,2,Jacksonville State,Liberty,close,6.5,-0.9,7.4,HOME,1,,0.909
2025,2,Florida State,East Texas A&M,open,-43.5,-9.7,33.8,AWAY,0,-0.0,-1.0
2025,2,Florida State,East Texas A&M,close,-43.5,-9.7,33.8,AWAY,0,,-1.0
2025,2,Texas,San José State,open,-36.0,-24.9,11.1,AWAY,1,0.5,0.909
2025,2,Texas,San José State,close,-36.5,-24.9,11.6,AWAY,1,,0.909
2025,2,Lehigh,Sacred Heart,close,-20.0,-7.1,12.9,AWAY,1,,0.909
2025,2,SMU,Baylor,open,-4.0,-11.0,7.0,HOME,0,1.5,-1.0
2025,2,SMU,Baylor,close,-2.5,-11.0,8.5,HOME,0,,-1.0
2025,2,Minnesota,Northwestern State,open,-43.0,-19.8,23.2,AWAY,0,-0.0,-1.0
2025,2,Minnesota,Northwestern State,close,-43.0,-19.8,23.2,AWAY,0,,-1.0
2025,2,Indiana,Kennesaw State,open,-35.5,-29.4,6.1,AWAY,0,-0.0,-1.0
2025,2,Indiana,Kennesaw State,close,-35.5,-29.4,6.1,AWAY,0,,-1.0
2025,2,Duke,Illinois,open,2.5,-1.6,4.1,HOME,0,0.0,-1.0
2025,2,Duke,Illinois,close,2.5,-1.6,4.1,HOME,0,,-1.0
2025,2,Texas A&M,Utah State,open,-29.5,-22.5,7.0,AWAY,1,5.0,0.909
2025,2,Texas A&M,Utah State,close,-34.5,-22.5,12.0,AWAY,1,,0.909
2025,2,Tennessee Tech,Chattanooga,close,-5.5,-2.9,2.6,AWAY,0,,-1.0
2025,2,Indiana State,Eastern Illinois,close,-3.5,-2.7,0.8,AWAY,0,,-1.0
2025,2,Georgetown,Wagner,close,-16.0,-6.7,9.3,AWAY,1,,0.909
2025,2,Delaware State,UAlbany,close,12.5,4.6,7.9,HOME,1,,0.909
2025,2,Stonehill,Lafayette,close,14.0,2.8,11.2,HOME,0,,-1.0
2025,2,Marist,Bucknell,close,12.0,-1.0,13.0,HOME,1,,0.909
2025,2,Youngstown State,Robert Morris,close,-19.5,-5.3,14.2,AWAY,0,,-1.0
2025,2,Wake Forest,Western Carolina,open,-20.0,3.8,23.8,AWAY,0,-2.5,-1.0
2025,2,Wake Forest,Western Carolina,close,-17.5,3.8,21.3,AWAY,0,,-1.0
2025,2,Temple,Howard,open,-27.5,7.9,35.4,AWAY,0,-0.0,-1.0
